monoisotope,isotope_1,isotope_2,isotope_type_1,isotope_type_2,charge_1,charge_2
1495.68605416927,0.0,0.0,0.0,0.0,0.0,0.0
1496.67430590845,0.0,0.0,0.0,0.0,0.0,0.0
1497.67835998044,0.0,0.0,0.0,0.0,0.0,0.0
1498.66992714779,0.0,0.0,0.0,0.0,0.0,0.0
1499.65267739789,0.0,0.0,0.0,0.0,0.0,0.0
1502.65465292564,0.0,0.0,0.0,0.0,0.0,0.0
1503.66058700591,0.0,0.0,0.0,0.0,0.0,0.0
1504.65735236989,0.0,0.0,0.0,0.0,0.0,0.0
1505.69643998054,1506.68053808832,0.0,1.0,0.0,1.0,0.0
1507.68687174343,0.0,0.0,0.0,0.0,0.0,0.0
1508.69434718222,1509.70018991095,0.0,1.0,0.0,1.0,0.0
1510.67268897913,0.0,0.0,0.0,0.0,0.0,0.0
1511.68829214884,0.0,0.0,0.0,0.0,0.0,0.0
1512.67828754235,0.0,0.0,0.0,0.0,0.0,0.0
1518.66108571394,0.0,0.0,0.0,0.0,0.0,0.0
1519.66406053985,0.0,0.0,0.0,0.0,0.0,0.0
1520.65257476466,0.0,0.0,0.0,0.0,0.0,0.0
1521.70310576953,0.0,0.0,0.0,0.0,0.0,0.0
1522.71699817371,0.0,0.0,0.0,0.0,0.0,0.0
1523.70112018928,0.0,0.0,0.0,0.0,0.0,0.0
1524.66748186404,0.0,0.0,0.0,0.0,0.0,0.0
1527.67668425953,1528.67009532868,0.0,1.0,0.0,1.0,0.0
1529.67929305641,0.0,0.0,0.0,0.0,0.0,0.0
1530.69414289403,0.0,0.0,0.0,0.0,0.0,0.0
1531.68927071394,0.0,0.0,0.0,0.0,0.0,0.0
1532.67278139566,0.0,0.0,0.0,0.0,0.0,0.0
1533.66676168202,0.0,0.0,0.0,0.0,0.0,0.0
1540.74735064775,0.0,0.0,0.0,0.0,0.0,0.0
1541.74172330743,0.0,0.0,0.0,0.0,0.0,0.0
1542.70527571394,0.0,0.0,0.0,0.0,0.0,0.0
1543.69666300422,0.0,0.0,0.0,0.0,0.0,0.0
1544.69058682263,0.0,0.0,0.0,0.0,0.0,0.0
1545.67697375965,0.0,0.0,0.0,0.0,0.0,0.0
1546.66765954943,1547.65974697357,0.0,1.0,0.0,1.0,0.0
1549.65848373869,0.0,0.0,0.0,0.0,0.0,0.0
1552.69719186737,0.0,0.0,0.0,0.0,0.0,0.0
1553.69385531155,0.0,0.0,0.0,0.0,0.0,0.0
1560.66037754302,0.0,0.0,0.0,0.0,0.0,0.0
1561.65244737627,0.0,0.0,0.0,0.0,0.0,0.0
1562.69650639234,0.0,0.0,0.0,0.0,0.0,0.0
1563.70874936458,0.0,0.0,0.0,0.0,0.0,0.0
1565.66963172489,0.0,0.0,0.0,0.0,0.0,0.0
1566.66711075878,0.0,0.0,0.0,0.0,0.0,0.0
1567.66476464309,0.0,0.0,0.0,0.0,0.0,0.0
1568.66213488809,0.0,0.0,0.0,0.0,0.0,0.0
1569.66819578731,0.0,0.0,0.0,0.0,0.0,0.0
1573.68287805294,0.0,0.0,0.0,0.0,0.0,0.0
1574.68967254793,1575.68763394046,0.0,1.0,0.0,1.0,0.0
1583.66868626166,0.0,0.0,0.0,0.0,0.0,0.0
1584.68540303899,0.0,0.0,0.0,0.0,0.0,0.0
1587.70118785825,0.0,0.0,0.0,0.0,0.0,0.0
1588.75348848585,0.0,0.0,0.0,0.0,0.0,0.0
1589.75026002296,0.0,0.0,0.0,0.0,0.0,0.0
1590.73975498214,0.0,0.0,0.0,0.0,0.0,0.0
1591.71720590176,0.0,0.0,0.0,0.0,0.0,0.0
1595.69680066707,1596.7036066323,0.0,1.0,0.0,1.0,0.0
1600.70743765334,0.0,0.0,0.0,0.0,0.0,0.0
1602.72676943878,0.0,0.0,0.0,0.0,0.0,0.0
1603.70448923037,0.0,0.0,0.0,0.0,0.0,0.0
1605.68204539833,0.0,0.0,0.0,0.0,0.0,0.0
1609.75332558477,1610.75714696343,0.0,1.0,0.0,1.0,0.0
1611.75679645276,0.0,0.0,0.0,0.0,0.0,0.0
1612.7392114033,0.0,0.0,0.0,0.0,0.0,0.0
1613.72196967613,0.0,0.0,0.0,0.0,0.0,0.0
1614.68961009764,0.0,0.0,0.0,0.0,0.0,0.0
1615.70769906805,0.0,0.0,0.0,0.0,0.0,0.0
1616.70953952604,0.0,0.0,0.0,0.0,0.0,0.0
1617.72205613508,0.0,0.0,0.0,0.0,0.0,0.0
1622.74790926186,0.0,0.0,0.0,0.0,0.0,0.0
1623.7694424806,0.0,0.0,0.0,0.0,0.0,0.0
1624.7489827724,0.0,0.0,0.0,0.0,0.0,0.0
1625.73211020273,0.0,0.0,0.0,0.0,0.0,0.0
1630.68631373416,0.0,0.0,0.0,0.0,0.0,0.0
1631.73719003686,0.0,0.0,0.0,0.0,0.0,0.0
1632.73930266306,1633.73058628984,1634.71234778462,1.0,2.0,1.0,1.0
1636.70467217377,1637.72469083009,0.0,1.0,0.0,1.0,0.0
1638.720045729,1639.72237674033,0.0,1.0,0.0,1.0,0.0
1644.74845039626,0.0,0.0,0.0,0.0,0.0,0.0
1645.75319584685,0.0,0.0,0.0,0.0,0.0,0.0
1646.73171031025,0.0,0.0,0.0,0.0,0.0,0.0
1647.74394100038,1648.7503132095,0.0,1.0,0.0,1.0,0.0
1649.73631062109,0.0,0.0,0.0,0.0,0.0,0.0
1650.74558793717,0.0,0.0,0.0,0.0,0.0,0.0
1651.74271360092,0.0,0.0,0.0,0.0,0.0,0.0
1652.7109108744,1653.71420958363,0.0,1.0,0.0,1.0,0.0
1654.71951226021,0.0,0.0,0.0,0.0,0.0,0.0
1655.73359531167,0.0,0.0,0.0,0.0,0.0,0.0
1656.76000745117,0.0,0.0,0.0,0.0,0.0,0.0
1657.7590861821,0.0,0.0,0.0,0.0,0.0,0.0
1658.7560637741,0.0,0.0,0.0,0.0,0.0,0.0
1659.749977836,0.0,0.0,0.0,0.0,0.0,0.0
1660.7370782824,0.0,0.0,0.0,0.0,0.0,0.0
1661.73318611061,0.0,0.0,0.0,0.0,0.0,0.0
1665.76493971186,0.0,0.0,0.0,0.0,0.0,0.0
1666.7898304097,0.0,0.0,0.0,0.0,0.0,0.0
1667.78458728577,0.0,0.0,0.0,0.0,0.0,0.0
1668.75483066653,0.0,0.0,0.0,0.0,0.0,0.0
1669.74005934274,0.0,0.0,0.0,0.0,0.0,0.0
1670.74285166203,0.0,0.0,0.0,0.0,0.0,0.0
1671.74314910012,0.0,0.0,0.0,0.0,0.0,0.0
1674.73674339107,0.0,0.0,0.0,0.0,0.0,0.0
1675.76158689098,0.0,0.0,0.0,0.0,0.0,0.0
1676.76274303059,0.0,0.0,0.0,0.0,0.0,0.0
1677.7576347077,0.0,0.0,0.0,0.0,0.0,0.0
